accuracy,id,lat,lng,speed,time,type,state,stepCount,dbscan output,beaconData
8.2,0,37.55738,126.639487,10.55,1699608491000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.557425,126.639389,10.29,1699608492000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.557468,126.639294,9.98,1699608493000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.557514,126.639191,10.34,1699608494000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.557559,126.639087,10.5,1699608495000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.557605,126.638984,10.14,1699608496000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.557649,126.638889,9.8,1699608497000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.557691,126.638793,9.81,1699608498000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.557734,126.638704,9.23,1699608499000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.557771,126.638629,7.98,1699608500000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.557805,126.638558,7.39,1699608501000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.557835,126.638494,6.56,1699608502000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.557863,126.638434,6.26,1699608503000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.557883,126.638387,4.82,1699608504000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.557898,126.638351,4.04,1699608505000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.557916,126.638305,4.57,1699608506000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.557938,126.638247,5.7,1699608507000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.557969,126.638178,6.69,1699608508000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.558003,126.638106,7.38,1699608509000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.55804,126.638026,7.8,1699608510000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.558074,126.637957,7.19,1699608511000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.558108,126.637895,6.7,1699608512000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.558124,126.637828,6.31,1699608513000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.55819,126.637801,6.35,1699608514000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.558242,126.637768,6.47,1699608515000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.558307,126.637743,6.95,1699608516000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.558368,126.637732,6.85,1699608517000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.558422,126.637684,7.54,1699608518000,NORMAL,AUTOMOBILE,0,1.0,
12.0,0,37.558518,126.637642,9.05,1699608519000,NORMAL,AUTOMOBILE,0,1.0,
12.4,0,37.558617,126.637643,10.38,1699608520000,NORMAL,AUTOMOBILE,0,1.0,
12.4,0,37.558725,126.637644,11.52,1699608521000,NORMAL,AUTOMOBILE,0,1.0,
12.0,0,37.55883,126.637641,12.29,1699608522000,NORMAL,AUTOMOBILE,0,1.0,
11.1,0,37.558947,126.637632,12.94,1699608523000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.559064,126.637622,13.49,1699608524000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.559176,126.63761,13.53,1699608525000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.559296,126.637574,13.74,1699608526000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.559427,126.637541,14.77,1699608527000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.55956,126.637477,15.5,1699608528000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.559692,126.637414,15.55,1699608529000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.559821,126.637353,15.33,1699608530000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.559954,126.637294,15.69,1699608531000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.560088,126.637237,15.72,1699608532000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.560221,126.637181,15.7,1699608533000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.560357,126.637126,15.99,1699608534000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.560489,126.63707,15.47,1699608535000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.560614,126.637017,14.48,1699608536000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.560731,126.63697,13.78,1699608537000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.560847,126.636922,13.52,1699608538000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.560961,126.636875,13.35,1699608539000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.561077,126.636826,13.54,1699608540000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.561187,126.636759,13.94,1699608541000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.561306,126.636706,14.69,1699608542000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.561445,126.636645,16.17,1699608543000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.561593,126.636601,17.43,1699608544000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.561745,126.636531,17.87,1699608545000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.561899,126.636463,17.96,1699608546000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.562052,126.636396,17.82,1699608547000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.562204,126.636326,17.7,1699608548000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.562351,126.636262,17.15,1699608549000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.562488,126.636186,16.54,1699608550000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.562625,126.636129,16.12,1699608551000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.562767,126.63607,16.17,1699608552000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.562905,126.63601,16.25,1699608553000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.563045,126.635952,16.2,1699608554000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.563184,126.635895,16.4,1699608555000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.56333,126.635838,16.71,1699608556000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.563475,126.63578,16.87,1699608557000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.563619,126.635724,16.67,1699608558000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.563755,126.635669,15.98,1699608559000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.563887,126.635615,15.62,1699608560000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.564022,126.635562,15.86,1699608561000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.56416,126.635508,16.05,1699608562000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.564295,126.63545,15.97,1699608563000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.564434,126.635393,15.98,1699608564000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.56457,126.635334,16.15,1699608565000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.564707,126.635276,15.67,1699608566000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.564829,126.635226,14.37,1699608567000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.564935,126.635182,12.6,1699608568000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.565021,126.635145,10.54,1699608569000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.565091,126.635114,8.78,1699608570000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.565149,126.635089,7.01,1699608571000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.565194,126.635072,5.39,1699608572000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.565231,126.635055,4.52,1699608573000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.565259,126.635044,3.38,1699608574000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.565274,126.635039,2.07,1699608575000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.565281,126.635036,1.17,1699608576000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.565283,126.635034,0.47,1699608577000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.565308,126.635025,1.74,1699608612000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565327,126.635017,2.15,1699608613000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.56535,126.635007,2.55,1699608614000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565375,126.634999,2.67,1699608615000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565398,126.634987,2.93,1699608616000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565427,126.634976,3.25,1699608617000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565454,126.634965,3.17,1699608618000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565482,126.634952,3.28,1699608619000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565506,126.634942,2.92,1699608620000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565527,126.634932,2.64,1699608621000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565552,126.634921,2.89,1699608622000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565581,126.634909,3.16,1699608623000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565603,126.634896,2.82,1699608624000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565626,126.634887,2.73,1699608625000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565648,126.634876,2.49,1699608626000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565669,126.634866,2.38,1699608627000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565687,126.634858,2.02,1699608628000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565703,126.634849,1.84,1699608629000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565715,126.634847,1.51,1699608630000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565731,126.634838,1.84,1699608631000,NORMAL,STATION,0,1.0,
8.1,0,37.565748,126.634832,1.83,1699608632000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565761,126.634827,1.58,1699608633000,NORMAL,STATION,0,1.0,
8.1,0,37.565778,126.634824,1.71,1699608634000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565799,126.634815,2.19,1699608635000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565821,126.634807,2.36,1699608636000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565839,126.634801,2.1,1699608637000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565867,126.634791,3.04,1699608638000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565898,126.634778,3.54,1699608639000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565932,126.634762,3.98,1699608640000,NORMAL,STATION,0,1.0,
8.1,0,37.565963,126.634746,3.88,1699608641000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.565993,126.634733,3.67,1699608642000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.566024,126.63472,3.62,1699608643000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.566052,126.634706,3.44,1699608644000,NORMAL,STATION,0,1.0,
8.2,0,37.566073,126.634696,2.69,1699608645000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.566098,126.634685,2.75,1699608646000,NORMAL,AUTOMOBILE,0,1.0,
8.2,0,37.56612,126.634676,2.58,1699608647000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.566133,126.634671,1.49,1699608648000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.566135,126.63467,0.66,1699608649000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.566177,126.634657,1.35,1699608673000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.566189,126.634653,1.21,1699608674000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.566194,126.634651,0.7,1699608675000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.566244,126.634629,1.65,1699608704000,NORMAL,STATION,0,1.0,
8.1,0,37.566262,126.63462,1.98,1699608705000,NORMAL,STATION,0,1.0,
8.1,0,37.56628,126.63461,2.11,1699608706000,NORMAL,STATION,0,1.0,
8.1,0,37.5663,126.634603,2.21,1699608707000,NORMAL,STATION,0,1.0,
8.1,0,37.566314,126.634596,1.95,1699608708000,NORMAL,STATION,0,1.0,
8.1,0,37.566335,126.634587,2.12,1699608709000,NORMAL,STATION,0,1.0,
8.1,0,37.56635,126.63458,1.71,1699608710000,NORMAL,STATION,0,1.0,
8.1,0,37.566351,126.634579,0.92,1699608711000,STOP,STATION,0,1.0,
8.2,0,37.566396,126.634562,2.1,1699608723000,NORMAL,STATION,0,1.0,
8.2,0,37.566421,126.634554,2.4,1699608724000,NORMAL,STATION,0,1.0,
8.2,0,37.566437,126.634548,2.06,1699608725000,NORMAL,STATION,0,1.0,
8.2,0,37.566458,126.634539,2.27,1699608726000,NORMAL,STATION,0,1.0,
8.2,0,37.566482,126.634531,2.53,1699608727000,NORMAL,STATION,0,1.0,
8.2,0,37.566505,126.634521,2.62,1699608728000,NORMAL,STATION,0,1.0,
8.2,0,37.566525,126.634514,2.5,1699608729000,NORMAL,STATION,0,1.0,
8.2,0,37.566548,126.634507,2.42,1699608730000,NORMAL,STATION,0,1.0,
8.2,0,37.566572,126.634498,2.61,1699608731000,NORMAL,STATION,0,1.0,
8.2,0,37.566596,126.63449,2.5,1699608732000,NORMAL,STATION,0,1.0,
8.2,0,37.566611,126.634484,2.07,1699608733000,NORMAL,STATION,0,1.0,
8.2,0,37.566621,126.634484,1.56,1699608734000,NORMAL,STATION,0,1.0,
8.2,0,37.566627,126.634484,1.1,1699608735000,NORMAL,STATION,0,1.0,
8.2,0,37.56663,126.634485,0.0,1699608736000,STOP,STATION,0,1.0,
8.2,0,37.56667,126.634467,1.43,1699608748000,NORMAL,STATION,0,1.0,
8.2,0,37.566677,126.634461,1.11,1699608749000,NORMAL,STATION,0,1.0,
8.2,0,37.566682,126.634459,0.72,1699608750000,STOP,STATION,0,1.0,
8.2,0,37.566695,126.634452,1.08,1699608751000,NORMAL,STATION,0,1.0,
8.2,0,37.566711,126.634449,1.4,1699608752000,NORMAL,STATION,0,1.0,
8.2,0,37.566722,126.634446,1.09,1699608753000,NORMAL,STATION,0,1.0,
8.2,0,37.566719,126.634446,0.0,1699608754000,STOP,STATION,0,1.0,
8.2,0,37.566785,126.634393,1.77,1699608791000,NORMAL,STATION,0,1.0,
8.2,0,37.566803,126.634385,1.96,1699608792000,NORMAL,STATION,0,1.0,
8.2,0,37.566818,126.634378,1.86,1699608793000,NORMAL,STATION,0,1.0,
8.2,0,37.566833,126.634371,1.74,1699608794000,NORMAL,STATION,0,1.0,
8.2,0,37.566843,126.634365,1.47,1699608795000,NORMAL,STATION,0,1.0,
8.2,0,37.566855,126.634359,1.49,1699608796000,NORMAL,STATION,0,1.0,
8.2,0,37.566872,126.634352,1.72,1699608797000,NORMAL,STATION,0,1.0,
8.2,0,37.56689,126.634345,1.86,1699608798000,NORMAL,STATION,0,1.0,
8.2,0,37.566905,126.634339,1.86,1699608799000,NORMAL,STATION,0,1.0,
8.2,0,37.566922,126.634333,1.98,1699608800000,NORMAL,STATION,0,1.0,
8.2,0,37.566941,126.634333,1.98,1699608801000,NORMAL,STATION,0,1.0,
8.2,0,37.566963,126.634323,2.29,1699608802000,NORMAL,STATION,0,1.0,
8.2,0,37.566985,126.634314,2.34,1699608803000,NORMAL,STATION,0,1.0,
8.2,0,37.567002,126.634306,2.21,1699608804000,NORMAL,STATION,0,1.0,
8.2,0,37.566999,126.634306,0.0,1699608805000,STOP,STATION,0,1.0,
8.2,0,37.567065,126.634278,2.34,1699608807000,NORMAL,STATION,0,1.0,
8.2,0,37.567065,126.634277,0.0,1699608808000,STOP,STATION,0,1.0,
8.2,0,37.567119,126.634254,2.11,1699608810000,NORMAL,STATION,0,1.0,
8.2,0,37.567138,126.634247,2.07,1699608811000,NORMAL,STATION,0,1.0,
8.1,0,37.567155,126.63424,1.94,1699608812000,NORMAL,STATION,0,1.0,
8.2,0,37.567173,126.634232,1.92,1699608813000,NORMAL,STATION,0,1.0,
8.2,0,37.567182,126.634229,1.5,1699608814000,NORMAL,STATION,0,1.0,
8.1,0,37.567194,126.634223,1.26,1699608815000,NORMAL,STATION,0,1.0,
8.2,0,37.567198,126.634221,0.92,1699608816000,STOP,STATION,0,1.0,
8.2,0,37.567225,126.634209,1.15,1699608820000,NORMAL,STATION,0,1.0,
8.2,0,37.567244,126.634201,1.58,1699608821000,NORMAL,STATION,0,1.0,
8.2,0,37.567255,126.634196,1.4,1699608822000,NORMAL,STATION,0,1.0,
8.2,0,37.567264,126.634194,1.22,1699608823000,NORMAL,STATION,0,1.0,
8.2,0,37.567273,126.634189,1.26,1699608824000,NORMAL,STATION,0,1.0,
8.2,0,37.567284,126.634185,1.2,1699608825000,NORMAL,STATION,0,1.0,
8.2,0,37.567294,126.634182,1.19,1699608826000,NORMAL,STATION,0,1.0,
8.1,0,37.567307,126.634174,1.35,1699608827000,NORMAL,STATION,0,1.0,
8.1,0,37.567319,126.634172,1.24,1699608828000,NORMAL,STATION,0,1.0,
8.1,0,37.56732,126.634173,0.4,1699608829000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.567362,126.634158,1.11,1699608852000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567375,126.634152,1.46,1699608853000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567385,126.634147,1.24,1699608854000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567396,126.634142,1.29,1699608855000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.5674,126.634142,0.63,1699608856000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.567434,126.634129,1.07,1699608884000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567446,126.634122,1.33,1699608885000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567452,126.63412,0.9,1699608886000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.567468,126.634111,1.0,1699608888000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567473,126.634108,0.74,1699608889000,STOP,STATION,0,1.0,
8.1,0,37.567492,126.6341,1.08,1699608905000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567493,126.6341,0.25,1699608906000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.567605,126.634049,2.21,1699608966000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567639,126.634035,3.55,1699608967000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567681,126.634015,4.71,1699608968000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567726,126.633994,5.13,1699608969000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567771,126.633972,5.19,1699608970000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567807,126.633956,4.4,1699608971000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567836,126.633942,3.84,1699608972000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567874,126.633926,4.36,1699608973000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.56791,126.633913,4.1,1699608974000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567944,126.633898,4.0,1699608975000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567969,126.633887,3.18,1699608976000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.567989,126.63388,2.49,1699608977000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568001,126.633877,1.66,1699608978000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.56801,126.633873,1.14,1699608979000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.56802,126.633871,0.95,1699608980000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.568049,126.633858,1.02,1699608988000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568056,126.633856,0.91,1699608989000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.568096,126.633838,1.33,1699608994000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568114,126.633832,1.67,1699608995000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568123,126.633829,1.22,1699608996000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568132,126.633827,1.05,1699608997000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568142,126.633824,1.16,1699608998000,NORMAL,STATION,0,1.0,
8.1,0,37.568157,126.633821,1.45,1699608999000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568169,126.633819,1.29,1699609000000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568178,126.633816,0.97,1699609001000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.568186,126.633814,1.07,1699609002000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568189,126.633813,0.72,1699609003000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.56821,126.633807,1.14,1699609011000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568222,126.633805,1.44,1699609012000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568243,126.633803,1.95,1699609013000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568265,126.633807,2.22,1699609014000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.56828,126.633788,2.42,1699609015000,NORMAL,STATION,0,1.0,
8.1,0,37.568296,126.633782,2.12,1699609016000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568314,126.633775,2.42,1699609017000,NORMAL,AUTOMOBILE,0,1.0,
12.2,0,37.568327,126.633769,2.77,1699609018000,NORMAL,AUTOMOBILE,0,1.0,
14.9,0,37.568344,126.633777,3.62,1699609019000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568418,126.633917,4.43,1699609020000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568415,126.633998,4.8,1699609021000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568432,126.634051,5.09,1699609022000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568445,126.6341,4.68,1699609023000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568457,126.634145,4.33,1699609024000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568469,126.634182,3.68,1699609025000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568478,126.634213,3.08,1699609026000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568484,126.63424,2.7,1699609027000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568488,126.63426,2.16,1699609028000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568491,126.634276,1.66,1699609029000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568495,126.634288,1.34,1699609030000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568496,126.6343,1.28,1699609031000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568502,126.634315,1.44,1699609032000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568505,126.63433,1.39,1699609033000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568511,126.634346,1.41,1699609034000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568516,126.634361,1.38,1699609035000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568521,126.634375,1.3,1699609036000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568525,126.634385,1.13,1699609037000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568532,126.634394,0.92,1699609038000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.568544,126.63443,1.07,1699609042000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568547,126.634444,1.23,1699609043000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568549,126.634457,1.25,1699609044000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568552,126.634472,1.28,1699609045000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568555,126.634485,1.2,1699609046000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568556,126.634494,0.89,1699609047000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.568557,126.634503,1.02,1699609048000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568561,126.634517,1.23,1699609049000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568565,126.634532,1.32,1699609050000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568569,126.634548,1.35,1699609051000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568575,126.634561,1.27,1699609052000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.56858,126.634577,1.39,1699609053000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568579,126.634589,1.27,1699609054000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568584,126.634601,1.41,1699609055000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568587,126.634613,1.38,1699609056000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568591,126.634625,1.24,1699609057000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568595,126.634635,1.1,1699609058000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.5686,126.634647,0.96,1699609059000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.568605,126.63466,1.02,1699609060000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568608,126.634669,0.82,1699609061000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.568613,126.634679,1.05,1699609062000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568617,126.634688,0.89,1699609063000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.56863,126.634718,1.01,1699609066000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568638,126.634732,1.17,1699609067000,NORMAL,STATION,0,1.0,
8.1,0,37.568645,126.634738,0.72,1699609068000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.568684,126.634837,1.03,1699609079000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568685,126.634846,0.97,1699609080000,STOP,AUTOMOBILE,0,1.0,
8.1,0,37.568688,126.634865,1.02,1699609082000,NORMAL,STATION,0,1.0,
8.1,0,37.568694,126.634882,1.58,1699609083000,NORMAL,STATION,0,1.0,
8.1,0,37.568703,126.63491,2.26,1699609084000,NORMAL,STATION,0,1.0,
8.1,0,37.568714,126.634936,2.41,1699609085000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568726,126.634961,2.35,1699609086000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568736,126.634985,2.23,1699609087000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.56874,126.634997,1.39,1699609088000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568747,126.635013,1.53,1699609089000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568752,126.635031,1.65,1699609090000,NORMAL,AUTOMOBILE,0,1.0,
8.1,0,37.568759,126.635049,1.77,1699609091000,NORMAL,STATION,0,1.0,
