Grid Name,"Min Latitude, Min Longitude","Max Latitude, Max Longitude"
SKADDCB,"(36.989182692307686, 127.20192307692307)","(36.997596153846146, 127.21153846153845)"
SKADDAC,"(36.997596153846146, 127.1923076923077)","(37.00600961538461, 127.20192307692307)"
SKADDAA,"(37.00600961538461, 127.1923076923077)","(37.01442307692307, 127.20192307692307)"
SKADDAD,"(36.997596153846146, 127.20192307692307)","(37.00600961538461, 127.21153846153845)"
SKADDAB,"(37.00600961538461, 127.20192307692307)","(37.01442307692307, 127.21153846153845)"
SKADDDC,"(36.980769230769226, 127.21153846153845)","(36.989182692307686, 127.22115384615384)"
SKADDDA,"(36.989182692307686, 127.21153846153845)","(36.997596153846146, 127.22115384615384)"
SKADDDD,"(36.980769230769226, 127.22115384615384)","(36.989182692307686, 127.23076923076923)"
SKADDDB,"(36.989182692307686, 127.22115384615384)","(36.997596153846146, 127.23076923076923)"
SKDAAAC,"(36.96394230769231, 127.23076923076923)","(36.97235576923077, 127.24038461538461)"
SKDAAAA,"(36.97235576923077, 127.23076923076923)","(36.980769230769226, 127.24038461538461)"
SKDAAAD,"(36.96394230769231, 127.24038461538461)","(36.97235576923077, 127.25)"
SKDAAAB,"(36.97235576923077, 127.24038461538461)","(36.980769230769226, 127.25)"
SKDAABC,"(36.96394230769231, 127.25)","(36.97235576923077, 127.25961538461539)"
SKDAABA,"(36.97235576923077, 127.25)","(36.980769230769226, 127.25961538461539)"
SKDAABD,"(36.96394230769231, 127.25961538461539)","(36.97235576923077, 127.26923076923077)"
SKDAABB,"(36.97235576923077, 127.25961538461539)","(36.980769230769226, 127.26923076923077)"
SKDABAC,"(36.96394230769231, 127.26923076923077)","(36.97235576923077, 127.27884615384616)"
SKDABAA,"(36.97235576923077, 127.26923076923077)","(36.980769230769226, 127.27884615384616)"
SKDABAD,"(36.96394230769231, 127.27884615384616)","(36.97235576923077, 127.28846153846155)"
SKDABAB,"(36.97235576923077, 127.27884615384616)","(36.980769230769226, 127.28846153846155)"
SKDABBC,"(36.96394230769231, 127.28846153846155)","(36.97235576923077, 127.29807692307693)"
SKDABBA,"(36.97235576923077, 127.28846153846155)","(36.980769230769226, 127.29807692307693)"
SKDABBD,"(36.96394230769231, 127.29807692307693)","(36.97235576923077, 127.3076923076923)"
SKDABBB,"(36.97235576923077, 127.29807692307693)","(36.980769230769226, 127.3076923076923)"
SKDBAAC,"(36.96394230769231, 127.3076923076923)","(36.97235576923077, 127.31730769230768)"
SKDBAAA,"(36.97235576923077, 127.3076923076923)","(36.980769230769226, 127.31730769230768)"
SKDBAAD,"(36.96394230769231, 127.31730769230768)","(36.97235576923077, 127.32692307692307)"
SKDBAAB,"(36.97235576923077, 127.31730769230768)","(36.980769230769226, 127.32692307692307)"
SKDBBAC,"(36.96394230769231, 127.34615384615384)","(36.97235576923077, 127.35576923076923)"
SKDBBAA,"(36.97235576923077, 127.34615384615384)","(36.980769230769226, 127.35576923076923)"
SKDBBAD,"(36.96394230769231, 127.35576923076923)","(36.97235576923077, 127.36538461538461)"
SKDBBAB,"(36.97235576923077, 127.35576923076923)","(36.980769230769226, 127.36538461538461)"
SKBCCCC,"(36.980769230769226, 127.23076923076923)","(36.989182692307686, 127.24038461538461)"
SKBCCCA,"(36.989182692307686, 127.23076923076923)","(36.997596153846146, 127.24038461538461)"
SKBCCCD,"(36.980769230769226, 127.24038461538461)","(36.989182692307686, 127.25)"
SKBCCCB,"(36.989182692307686, 127.24038461538461)","(36.997596153846146, 127.25)"
SKBDCDC,"(36.980769230769226, 127.32692307692307)","(36.989182692307686, 127.33653846153845)"
SKBDCDA,"(36.989182692307686, 127.32692307692307)","(36.997596153846146, 127.33653846153845)"
SKBDCDD,"(36.980769230769226, 127.33653846153845)","(36.989182692307686, 127.34615384615384)"
SKBDCDB,"(36.989182692307686, 127.33653846153845)","(36.997596153846146, 127.34615384615384)"
TIDBDDC,"(37.18269230769231, 126.75)","(37.19110576923077, 126.75961538461539)"
TIDBDDA,"(37.19110576923077, 126.75)","(37.199519230769226, 126.75961538461539)"
TIDBDDD,"(37.18269230769231, 126.75961538461539)","(37.19110576923077, 126.76923076923077)"
TIDBDDB,"(37.19110576923077, 126.75961538461539)","(37.199519230769226, 126.76923076923077)"
TIDBDBC,"(37.199519230769226, 126.75)","(37.20793269230769, 126.75961538461539)"
TIDBDBA,"(37.20793269230769, 126.75)","(37.21634615384615, 126.75961538461539)"
TIDBDBD,"(37.199519230769226, 126.75961538461539)","(37.20793269230769, 126.76923076923077)"
TIDBDBB,"(37.20793269230769, 126.75961538461539)","(37.21634615384615, 126.76923076923077)"
TIDBBDC,"(37.21634615384615, 126.75)","(37.22475961538461, 126.75961538461539)"
TIDBBDA,"(37.22475961538461, 126.75)","(37.23317307692308, 126.75961538461539)"
TIDBBDD,"(37.21634615384615, 126.75961538461539)","(37.22475961538461, 126.76923076923077)"
TIDBBDB,"(37.22475961538461, 126.75961538461539)","(37.23317307692308, 126.76923076923077)"
TIDBBBC,"(37.23317307692308, 126.75)","(37.24158653846154, 126.75961538461539)"
TIDBBBA,"(37.24158653846154, 126.75)","(37.25, 126.75961538461539)"
TIDBBBD,"(37.23317307692308, 126.75961538461539)","(37.24158653846154, 126.76923076923077)"
TIDBBBB,"(37.24158653846154, 126.75961538461539)","(37.25, 126.76923076923077)"
TIBAAAC,"(37.36778846153847, 126.61538461538461)","(37.37620192307693, 126.625)"
TIBAAAA,"(37.37620192307693, 126.61538461538461)","(37.38461538461539, 126.625)"
TIBAAAD,"(37.36778846153847, 126.625)","(37.37620192307693, 126.63461538461539)"
TIBAAAB,"(37.37620192307693, 126.625)","(37.38461538461539, 126.63461538461539)"
TIBAABC,"(37.36778846153847, 126.63461538461539)","(37.37620192307693, 126.64423076923077)"
TIBAABA,"(37.37620192307693, 126.63461538461539)","(37.38461538461539, 126.64423076923077)"
TIBAABD,"(37.36778846153847, 126.64423076923077)","(37.37620192307693, 126.65384615384616)"
TIBAABB,"(37.37620192307693, 126.64423076923077)","(37.38461538461539, 126.65384615384616)"
TIBABAC,"(37.36778846153847, 126.65384615384616)","(37.37620192307693, 126.66346153846155)"
TIBABAA,"(37.37620192307693, 126.65384615384616)","(37.38461538461539, 126.66346153846155)"
TIBABAD,"(37.36778846153847, 126.66346153846155)","(37.37620192307693, 126.67307692307693)"
TIBABAB,"(37.37620192307693, 126.66346153846155)","(37.38461538461539, 126.67307692307693)"
TIBABBC,"(37.36778846153847, 126.67307692307693)","(37.37620192307693, 126.68269230769232)"
TIBABBA,"(37.37620192307693, 126.67307692307693)","(37.38461538461539, 126.68269230769232)"
TIBABBD,"(37.36778846153847, 126.68269230769232)","(37.37620192307693, 126.6923076923077)"
TIBABBB,"(37.37620192307693, 126.68269230769232)","(37.38461538461539, 126.6923076923077)"
TIBDDCC,"(37.25, 126.73076923076923)","(37.25841346153846, 126.74038461538461)"
TIBDDCA,"(37.25841346153846, 126.73076923076923)","(37.26682692307692, 126.74038461538461)"
TIBDDCD,"(37.25, 126.74038461538461)","(37.25841346153846, 126.75)"
TIBDDCB,"(37.25841346153846, 126.74038461538461)","(37.26682692307692, 126.75)"
TIBDDAC,"(37.26682692307692, 126.73076923076923)","(37.27524038461539, 126.74038461538461)"
TIBDDAA,"(37.27524038461539, 126.73076923076923)","(37.28365384615385, 126.74038461538461)"
TIBDDAD,"(37.26682692307692, 126.74038461538461)","(37.27524038461539, 126.75)"
TIBDDAB,"(37.27524038461539, 126.74038461538461)","(37.28365384615385, 126.75)"
TIBDDDC,"(37.25, 126.75)","(37.25841346153846, 126.75961538461539)"
TIBDDDA,"(37.25841346153846, 126.75)","(37.26682692307692, 126.75961538461539)"
TIBDDDD,"(37.25, 126.75961538461539)","(37.25841346153846, 126.76923076923077)"
TIBDDDB,"(37.25841346153846, 126.75961538461539)","(37.26682692307692, 126.76923076923077)"
TIBDBCC,"(37.28365384615385, 126.73076923076923)","(37.29206730769231, 126.74038461538461)"
TIBDBCA,"(37.29206730769231, 126.73076923076923)","(37.300480769230774, 126.74038461538461)"
TIBDBCD,"(37.28365384615385, 126.74038461538461)","(37.29206730769231, 126.75)"
TIBDBCB,"(37.29206730769231, 126.74038461538461)","(37.300480769230774, 126.75)"
TIBDBAC,"(37.300480769230774, 126.73076923076923)","(37.30889423076923, 126.74038461538461)"
TIBDBAA,"(37.30889423076923, 126.73076923076923)","(37.31730769230769, 126.74038461538461)"
TIBDBAD,"(37.300480769230774, 126.74038461538461)","(37.30889423076923, 126.75)"
TIBDBAB,"(37.30889423076923, 126.74038461538461)","(37.31730769230769, 126.75)"
TIBDBBC,"(37.300480769230774, 126.75)","(37.30889423076923, 126.75961538461539)"
TIBDBBA,"(37.30889423076923, 126.75)","(37.31730769230769, 126.75961538461539)"
TIBDBBD,"(37.300480769230774, 126.75961538461539)","(37.30889423076923, 126.76923076923077)"
TIBDBBB,"(37.30889423076923, 126.75961538461539)","(37.31730769230769, 126.76923076923077)"
TIBBAAC,"(37.36778846153847, 126.6923076923077)","(37.37620192307693, 126.70192307692307)"
TIBBAAA,"(37.37620192307693, 126.6923076923077)","(37.38461538461539, 126.70192307692307)"
TIBBAAD,"(37.36778846153847, 126.70192307692307)","(37.37620192307693, 126.71153846153845)"
TIBBAAB,"(37.37620192307693, 126.70192307692307)","(37.38461538461539, 126.71153846153845)"
TIBBDCC,"(37.31730769230769, 126.73076923076923)","(37.32572115384615, 126.74038461538461)"
TIBBDCA,"(37.32572115384615, 126.73076923076923)","(37.33413461538461, 126.74038461538461)"
TIBBDCD,"(37.31730769230769, 126.74038461538461)","(37.32572115384615, 126.75)"
TIBBDCB,"(37.32572115384615, 126.74038461538461)","(37.33413461538461, 126.75)"
TIBBDDC,"(37.31730769230769, 126.75)","(37.32572115384615, 126.75961538461539)"
TIBBDDA,"(37.32572115384615, 126.75)","(37.33413461538461, 126.75961538461539)"
TIBBDDD,"(37.31730769230769, 126.75961538461539)","(37.32572115384615, 126.76923076923077)"
TIBBDDB,"(37.32572115384615, 126.75961538461539)","(37.33413461538461, 126.76923076923077)"
TIBBDBC,"(37.33413461538461, 126.75)","(37.34254807692308, 126.75961538461539)"
TIBBDBA,"(37.34254807692308, 126.75)","(37.35096153846154, 126.75961538461539)"
TIBBDBD,"(37.33413461538461, 126.75961538461539)","(37.34254807692308, 126.76923076923077)"
TIBBDBB,"(37.34254807692308, 126.75961538461539)","(37.35096153846154, 126.76923076923077)"
TIBBBDC,"(37.35096153846154, 126.75)","(37.359375, 126.75961538461539)"
TIBBBDA,"(37.359375, 126.75)","(37.36778846153847, 126.75961538461539)"
TIBBBDD,"(37.35096153846154, 126.75961538461539)","(37.359375, 126.76923076923077)"
TIBBBDB,"(37.359375, 126.75961538461539)","(37.36778846153847, 126.76923076923077)"
TIBBBBC,"(37.36778846153847, 126.75)","(37.37620192307693, 126.75961538461539)"
TIBBBBA,"(37.37620192307693, 126.75)","(37.38461538461539, 126.75961538461539)"
TIBBBBD,"(37.36778846153847, 126.75961538461539)","(37.37620192307693, 126.76923076923077)"
TIBBBBB,"(37.37620192307693, 126.75961538461539)","(37.38461538461539, 126.76923076923077)"
TJCCCBC,"(37.13221153846153, 126.78846153846155)","(37.140625, 126.79807692307693)"
TJCCCBA,"(37.140625, 126.78846153846155)","(37.14903846153846, 126.79807692307693)"
TJCCCBD,"(37.13221153846153, 126.79807692307693)","(37.140625, 126.80769230769232)"
TJCCCBB,"(37.140625, 126.79807692307693)","(37.14903846153846, 126.80769230769232)"
TJCCAAC,"(37.16586538461539, 126.76923076923077)","(37.17427884615385, 126.77884615384616)"
TJCCAAA,"(37.17427884615385, 126.76923076923077)","(37.18269230769231, 126.77884615384616)"
TJCCAAD,"(37.16586538461539, 126.77884615384616)","(37.17427884615385, 126.78846153846155)"
TJCCAAB,"(37.17427884615385, 126.77884615384616)","(37.18269230769231, 126.78846153846155)"
TJCCADC,"(37.14903846153846, 126.78846153846155)","(37.15745192307692, 126.79807692307693)"
TJCCADA,"(37.15745192307692, 126.78846153846155)","(37.16586538461539, 126.79807692307693)"
TJCCADD,"(37.14903846153846, 126.79807692307693)","(37.15745192307692, 126.80769230769232)"
TJCCADB,"(37.15745192307692, 126.79807692307693)","(37.16586538461539, 126.80769230769232)"
TJCCABC,"(37.16586538461539, 126.78846153846155)","(37.17427884615385, 126.79807692307693)"
TJCCABA,"(37.17427884615385, 126.78846153846155)","(37.18269230769231, 126.79807692307693)"
TJCCABD,"(37.16586538461539, 126.79807692307693)","(37.17427884615385, 126.80769230769232)"
TJCCABB,"(37.17427884615385, 126.79807692307693)","(37.18269230769231, 126.80769230769232)"
TJCCDCC,"(37.11538461538461, 126.80769230769232)","(37.12379807692307, 126.81730769230771)"
TJCCDCA,"(37.12379807692307, 126.80769230769232)","(37.13221153846153, 126.81730769230771)"
TJCCDCD,"(37.11538461538461, 126.81730769230771)","(37.12379807692307, 126.8269230769231)"
TJCCDCB,"(37.12379807692307, 126.81730769230771)","(37.13221153846153, 126.8269230769231)"
TJCCDAC,"(37.13221153846153, 126.80769230769232)","(37.140625, 126.81730769230771)"
TJCCDAA,"(37.140625, 126.80769230769232)","(37.14903846153846, 126.81730769230771)"
TJCCDAD,"(37.13221153846153, 126.81730769230771)","(37.140625, 126.8269230769231)"
TJCCDAB,"(37.140625, 126.81730769230771)","(37.14903846153846, 126.8269230769231)"
TJCACCC,"(37.18269230769231, 126.76923076923077)","(37.19110576923077, 126.77884615384616)"
TJCACCA,"(37.19110576923077, 126.76923076923077)","(37.199519230769226, 126.77884615384616)"
TJCACCD,"(37.18269230769231, 126.77884615384616)","(37.19110576923077, 126.78846153846155)"
TJCACCB,"(37.19110576923077, 126.77884615384616)","(37.199519230769226, 126.78846153846155)"
TJADBBC,"(37.300480769230774, 126.90384615384616)","(37.30889423076923, 126.91346153846155)"
TJADBBA,"(37.30889423076923, 126.90384615384616)","(37.31730769230769, 126.91346153846155)"
TJADBBD,"(37.300480769230774, 126.91346153846155)","(37.30889423076923, 126.92307692307693)"
TJADBBB,"(37.30889423076923, 126.91346153846155)","(37.31730769230769, 126.92307692307693)"
TJABDDC,"(37.31730769230769, 126.90384615384616)","(37.32572115384615, 126.91346153846155)"
TJABDDA,"(37.32572115384615, 126.90384615384616)","(37.33413461538461, 126.91346153846155)"
TJABDDD,"(37.31730769230769, 126.91346153846155)","(37.32572115384615, 126.92307692307693)"
TJABDDB,"(37.32572115384615, 126.91346153846155)","(37.33413461538461, 126.92307692307693)"
UHDADCC,"(37.45192307692308, 126.34615384615385)","(37.46033653846154, 126.35576923076923)"
UHDADCA,"(37.46033653846154, 126.34615384615385)","(37.46875, 126.35576923076923)"
UHDADCD,"(37.45192307692308, 126.35576923076923)","(37.46033653846154, 126.36538461538461)"
UHDADCB,"(37.46033653846154, 126.35576923076923)","(37.46875, 126.36538461538461)"
UHDADDC,"(37.45192307692308, 126.36538461538461)","(37.46033653846154, 126.375)"
UHDADDA,"(37.46033653846154, 126.36538461538461)","(37.46875, 126.375)"
UHDADDD,"(37.45192307692308, 126.375)","(37.46033653846154, 126.38461538461539)"
UHDADDB,"(37.46033653846154, 126.375)","(37.46875, 126.38461538461539)"
UHDDBBC,"(37.43509615384616, 126.44230769230771)","(37.44350961538462, 126.4519230769231)"
UHDDBBA,"(37.44350961538462, 126.44230769230771)","(37.45192307692308, 126.4519230769231)"
UHDDBBD,"(37.43509615384616, 126.4519230769231)","(37.44350961538462, 126.46153846153847)"
UHDDBBB,"(37.44350961538462, 126.4519230769231)","(37.45192307692308, 126.46153846153847)"
UICCAAC,"(37.43509615384616, 126.46153846153847)","(37.44350961538462, 126.47115384615384)"
UICCAAA,"(37.44350961538462, 126.46153846153847)","(37.45192307692308, 126.47115384615384)"
UICCAAD,"(37.43509615384616, 126.47115384615384)","(37.44350961538462, 126.48076923076923)"
UICCAAB,"(37.44350961538462, 126.47115384615384)","(37.45192307692308, 126.48076923076923)"
UICCABC,"(37.43509615384616, 126.48076923076923)","(37.44350961538462, 126.49038461538461)"
UICCABA,"(37.44350961538462, 126.48076923076923)","(37.45192307692308, 126.49038461538461)"
UICCABD,"(37.43509615384616, 126.49038461538461)","(37.44350961538462, 126.5)"
UICCABB,"(37.44350961538462, 126.49038461538461)","(37.45192307692308, 126.5)"
UICACDC,"(37.45192307692308, 126.48076923076923)","(37.46033653846154, 126.49038461538461)"
UICACDA,"(37.46033653846154, 126.48076923076923)","(37.46875, 126.49038461538461)"
UICACDD,"(37.45192307692308, 126.49038461538461)","(37.46033653846154, 126.5)"
UICACDB,"(37.46033653846154, 126.49038461538461)","(37.46875, 126.5)"
UICACBC,"(37.46875, 126.48076923076923)","(37.47716346153847, 126.49038461538461)"
UICACBA,"(37.47716346153847, 126.48076923076923)","(37.48557692307693, 126.49038461538461)"
UICACBD,"(37.46875, 126.49038461538461)","(37.47716346153847, 126.5)"
UICACBB,"(37.47716346153847, 126.49038461538461)","(37.48557692307693, 126.5)"
UICAADC,"(37.48557692307693, 126.48076923076923)","(37.49399038461539, 126.49038461538461)"
UICAADA,"(37.49399038461539, 126.48076923076923)","(37.502403846153854, 126.49038461538461)"
UICAADD,"(37.48557692307693, 126.49038461538461)","(37.49399038461539, 126.5)"
UICAADB,"(37.49399038461539, 126.49038461538461)","(37.502403846153854, 126.5)"
UICAABC,"(37.502403846153854, 126.48076923076923)","(37.510817307692314, 126.49038461538461)"
UICAABA,"(37.510817307692314, 126.48076923076923)","(37.519230769230774, 126.49038461538461)"
UICAABD,"(37.502403846153854, 126.49038461538461)","(37.510817307692314, 126.5)"
UICAABB,"(37.510817307692314, 126.49038461538461)","(37.519230769230774, 126.5)"
UICABCC,"(37.48557692307693, 126.5)","(37.49399038461539, 126.50961538461539)"
UICABCA,"(37.49399038461539, 126.5)","(37.502403846153854, 126.50961538461539)"
UICABCD,"(37.48557692307693, 126.50961538461539)","(37.49399038461539, 126.51923076923077)"
UICABCB,"(37.49399038461539, 126.50961538461539)","(37.502403846153854, 126.51923076923077)"
UICABAC,"(37.502403846153854, 126.5)","(37.510817307692314, 126.50961538461539)"
UICABAA,"(37.510817307692314, 126.5)","(37.519230769230774, 126.50961538461539)"
UICABAD,"(37.502403846153854, 126.50961538461539)","(37.510817307692314, 126.51923076923077)"
UICABAB,"(37.510817307692314, 126.50961538461539)","(37.519230769230774, 126.51923076923077)"
UICABDC,"(37.48557692307693, 126.51923076923077)","(37.49399038461539, 126.52884615384616)"
UICABDA,"(37.49399038461539, 126.51923076923077)","(37.502403846153854, 126.52884615384616)"
UICABDD,"(37.48557692307693, 126.52884615384616)","(37.49399038461539, 126.53846153846155)"
UICABDB,"(37.49399038461539, 126.52884615384616)","(37.502403846153854, 126.53846153846155)"
UICABBC,"(37.502403846153854, 126.51923076923077)","(37.510817307692314, 126.52884615384616)"
UICABBA,"(37.510817307692314, 126.51923076923077)","(37.519230769230774, 126.52884615384616)"
UICABBD,"(37.502403846153854, 126.52884615384616)","(37.510817307692314, 126.53846153846155)"
UICABBB,"(37.510817307692314, 126.52884615384616)","(37.519230769230774, 126.53846153846155)"
UICDDBC,"(37.40144230769231, 126.59615384615384)","(37.409855769230774, 126.60576923076923)"
UICDDBA,"(37.409855769230774, 126.59615384615384)","(37.41826923076923, 126.60576923076923)"
UICDDBD,"(37.40144230769231, 126.60576923076923)","(37.409855769230774, 126.61538461538461)"
UICDDBB,"(37.409855769230774, 126.60576923076923)","(37.41826923076923, 126.61538461538461)"
UICDBDC,"(37.41826923076923, 126.59615384615384)","(37.42668269230769, 126.60576923076923)"
UICDBDA,"(37.42668269230769, 126.59615384615384)","(37.43509615384616, 126.60576923076923)"
UICDBDD,"(37.41826923076923, 126.60576923076923)","(37.42668269230769, 126.61538461538461)"
UICDBDB,"(37.42668269230769, 126.60576923076923)","(37.43509615384616, 126.61538461538461)"
UICBACC,"(37.48557692307693, 126.53846153846155)","(37.49399038461539, 126.54807692307693)"
UICBACA,"(37.49399038461539, 126.53846153846155)","(37.502403846153854, 126.54807692307693)"
UICBACD,"(37.48557692307693, 126.54807692307693)","(37.49399038461539, 126.55769230769232)"
UICBACB,"(37.49399038461539, 126.54807692307693)","(37.502403846153854, 126.55769230769232)"
UICBAAC,"(37.502403846153854, 126.53846153846155)","(37.510817307692314, 126.54807692307693)"
UICBAAA,"(37.510817307692314, 126.53846153846155)","(37.519230769230774, 126.54807692307693)"
UICBAAD,"(37.502403846153854, 126.54807692307693)","(37.510817307692314, 126.55769230769232)"
UICBAAB,"(37.510817307692314, 126.54807692307693)","(37.519230769230774, 126.55769230769232)"
UICBADC,"(37.48557692307693, 126.55769230769232)","(37.49399038461539, 126.56730769230771)"
UICBADA,"(37.49399038461539, 126.55769230769232)","(37.502403846153854, 126.56730769230771)"
UICBADD,"(37.48557692307693, 126.56730769230771)","(37.49399038461539, 126.57692307692308)"
UICBADB,"(37.49399038461539, 126.56730769230771)","(37.502403846153854, 126.57692307692308)"
UICBABC,"(37.502403846153854, 126.55769230769232)","(37.510817307692314, 126.56730769230771)"
UICBABA,"(37.510817307692314, 126.55769230769232)","(37.519230769230774, 126.56730769230771)"
UICBABD,"(37.502403846153854, 126.56730769230771)","(37.510817307692314, 126.57692307692308)"
UICBABB,"(37.510817307692314, 126.56730769230771)","(37.519230769230774, 126.57692307692308)"
UICBDBC,"(37.46875, 126.59615384615384)","(37.47716346153847, 126.60576923076923)"
UICBDBA,"(37.47716346153847, 126.59615384615384)","(37.48557692307693, 126.60576923076923)"
UICBDBD,"(37.46875, 126.60576923076923)","(37.47716346153847, 126.61538461538461)"
UICBDBB,"(37.47716346153847, 126.60576923076923)","(37.48557692307693, 126.61538461538461)"
UICBBCC,"(37.48557692307693, 126.57692307692308)","(37.49399038461539, 126.58653846153845)"
UICBBCA,"(37.49399038461539, 126.57692307692308)","(37.502403846153854, 126.58653846153845)"
UICBBCD,"(37.48557692307693, 126.58653846153845)","(37.49399038461539, 126.59615384615384)"
UICBBCB,"(37.49399038461539, 126.58653846153845)","(37.502403846153854, 126.59615384615384)"
UICBBBC,"(37.502403846153854, 126.59615384615384)","(37.510817307692314, 126.60576923076923)"
UICBBBA,"(37.510817307692314, 126.59615384615384)","(37.519230769230774, 126.60576923076923)"
UICBBBD,"(37.502403846153854, 126.60576923076923)","(37.510817307692314, 126.61538461538461)"
UICBBBB,"(37.510817307692314, 126.60576923076923)","(37.519230769230774, 126.61538461538461)"
UIADCCC,"(37.519230769230774, 126.53846153846155)","(37.52764423076923, 126.54807692307693)"
UIADCCA,"(37.52764423076923, 126.53846153846155)","(37.53605769230769, 126.54807692307693)"
UIADCCD,"(37.519230769230774, 126.54807692307693)","(37.52764423076923, 126.55769230769232)"
UIADCCB,"(37.52764423076923, 126.54807692307693)","(37.53605769230769, 126.55769230769232)"
UIADCDC,"(37.519230769230774, 126.55769230769232)","(37.52764423076923, 126.56730769230771)"
UIADCDA,"(37.52764423076923, 126.55769230769232)","(37.53605769230769, 126.56730769230771)"
UIADCDD,"(37.519230769230774, 126.56730769230771)","(37.52764423076923, 126.57692307692308)"
UIADCDB,"(37.52764423076923, 126.56730769230771)","(37.53605769230769, 126.57692307692308)"
UIADCBC,"(37.53605769230769, 126.55769230769232)","(37.54447115384616, 126.56730769230771)"
UIADCBA,"(37.54447115384616, 126.55769230769232)","(37.55288461538462, 126.56730769230771)"
UIADCBD,"(37.53605769230769, 126.56730769230771)","(37.54447115384616, 126.57692307692308)"
UIADCBB,"(37.54447115384616, 126.56730769230771)","(37.55288461538462, 126.57692307692308)"
UIADDAC,"(37.53605769230769, 126.57692307692308)","(37.54447115384616, 126.58653846153845)"
UIADDAA,"(37.54447115384616, 126.57692307692308)","(37.55288461538462, 126.58653846153845)"
UIADDAD,"(37.53605769230769, 126.58653846153845)","(37.54447115384616, 126.59615384615384)"
UIADDAB,"(37.54447115384616, 126.58653846153845)","(37.55288461538462, 126.59615384615384)"
UIADDDC,"(37.519230769230774, 126.59615384615384)","(37.52764423076923, 126.60576923076923)"
UIADDDA,"(37.52764423076923, 126.59615384615384)","(37.53605769230769, 126.60576923076923)"
UIADDDD,"(37.519230769230774, 126.60576923076923)","(37.52764423076923, 126.61538461538461)"
UIADDDB,"(37.52764423076923, 126.60576923076923)","(37.53605769230769, 126.61538461538461)"
UIADDBC,"(37.53605769230769, 126.59615384615384)","(37.54447115384616, 126.60576923076923)"
UIADDBA,"(37.54447115384616, 126.59615384615384)","(37.55288461538462, 126.60576923076923)"
UIADDBD,"(37.53605769230769, 126.60576923076923)","(37.54447115384616, 126.61538461538461)"
UIADDBB,"(37.54447115384616, 126.60576923076923)","(37.55288461538462, 126.61538461538461)"
UIADBDC,"(37.55288461538462, 126.59615384615384)","(37.56129807692308, 126.60576923076923)"
UIADBDA,"(37.56129807692308, 126.59615384615384)","(37.56971153846155, 126.60576923076923)"
UIADBDD,"(37.55288461538462, 126.60576923076923)","(37.56129807692308, 126.61538461538461)"
UIADBDB,"(37.56129807692308, 126.60576923076923)","(37.56971153846155, 126.61538461538461)"
UIDCCCC,"(37.38461538461539, 126.61538461538461)","(37.39302884615385, 126.625)"
UIDCCCA,"(37.39302884615385, 126.61538461538461)","(37.40144230769231, 126.625)"
UIDCCCD,"(37.38461538461539, 126.625)","(37.39302884615385, 126.63461538461539)"
UIDCCCB,"(37.39302884615385, 126.625)","(37.40144230769231, 126.63461538461539)"
UIDCCAC,"(37.40144230769231, 126.61538461538461)","(37.409855769230774, 126.625)"
UIDCCAA,"(37.409855769230774, 126.61538461538461)","(37.41826923076923, 126.625)"
UIDCCAD,"(37.40144230769231, 126.625)","(37.409855769230774, 126.63461538461539)"
UIDCCAB,"(37.409855769230774, 126.625)","(37.41826923076923, 126.63461538461539)"
UIDCCDC,"(37.38461538461539, 126.63461538461539)","(37.39302884615385, 126.64423076923077)"
UIDCCDA,"(37.39302884615385, 126.63461538461539)","(37.40144230769231, 126.64423076923077)"
UIDCCDD,"(37.38461538461539, 126.64423076923077)","(37.39302884615385, 126.65384615384616)"
UIDCCDB,"(37.39302884615385, 126.64423076923077)","(37.40144230769231, 126.65384615384616)"
UIDCACC,"(37.41826923076923, 126.61538461538461)","(37.42668269230769, 126.625)"
UIDCACA,"(37.42668269230769, 126.61538461538461)","(37.43509615384616, 126.625)"
UIDCACD,"(37.41826923076923, 126.625)","(37.42668269230769, 126.63461538461539)"
UIDCACB,"(37.42668269230769, 126.625)","(37.43509615384616, 126.63461538461539)"
UIDCAAC,"(37.43509615384616, 126.61538461538461)","(37.44350961538462, 126.625)"
UIDCAAA,"(37.44350961538462, 126.61538461538461)","(37.45192307692308, 126.625)"
UIDCAAD,"(37.43509615384616, 126.625)","(37.44350961538462, 126.63461538461539)"
UIDCAAB,"(37.44350961538462, 126.625)","(37.45192307692308, 126.63461538461539)"
UIDCABC,"(37.43509615384616, 126.63461538461539)","(37.44350961538462, 126.64423076923077)"
UIDCABA,"(37.44350961538462, 126.63461538461539)","(37.45192307692308, 126.64423076923077)"
UIDCABD,"(37.43509615384616, 126.64423076923077)","(37.44350961538462, 126.65384615384616)"
UIDCABB,"(37.44350961538462, 126.64423076923077)","(37.45192307692308, 126.65384615384616)"
UIDCDDC,"(37.38461538461539, 126.67307692307693)","(37.39302884615385, 126.68269230769232)"
UIDCDDA,"(37.39302884615385, 126.67307692307693)","(37.40144230769231, 126.68269230769232)"
UIDCDDD,"(37.38461538461539, 126.68269230769232)","(37.39302884615385, 126.6923076923077)"
UIDCDDB,"(37.39302884615385, 126.68269230769232)","(37.40144230769231, 126.6923076923077)"
UIDCBAC,"(37.43509615384616, 126.65384615384616)","(37.44350961538462, 126.66346153846155)"
UIDCBAA,"(37.44350961538462, 126.65384615384616)","(37.45192307692308, 126.66346153846155)"
